R_name,Prum_name,Genus,Species,Family,Order,Prum_genus,Prum_species,Prum_family,Prum_Order,Mass_M_(hbw_alive),Mass_F_(hbw_alive),obligate walk,facultative walk,Ground_running_specialised,unclear walking just in case,Documented_walking_ability,Terr0_Arb1,Nesting_substrate (ground 0),Hopping,Perching,Anisodactyl,Zygodactyl,Heterodactyl,Pamprodactyl,Hanging_Clinging,Scansorial,Raptorial,Digit_manip,Force_grip,Hold_down,Flightless,Swimming_ability,Surface_foot_propelled_swimming,Webbed_feet,Palmate0_Totipalmate1,Submerged_foot_propelled_swimming,SubFP swim type,Beak_use_Andrew,ndiet-Inv,ndiet-Vend,ndiet-Vect,ndiet-Vfish,ndiet-Vunk,ndiet-Scav,ndiet-Fruit,ndiet-Nect,ndiet-Seed,ndiet-PlantO,Diet-5Cat,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,PelagicSpecialist,Exclusive_pelagic_soaring,Soaring_over_land,Ubiquitous ,Recorded,Ubiquitous ,Recorded,Wing_propelled_diving,Ubiquitous ,Recorded,Sallying_flight,Ubiquitous ,Recorded,Aerial_pursuit_hunting,Ubiquitous ,Recorded,Cluttered_flight,Recorded,Migratory_flight,Ubiquitous ,Recorded,Escape_burst_flight
Cuculus_fugax_FMNH_357420,Cuculus,Cuculus,fugax,Cuculidae,Cuculiformes,Cuculus,optatus,Cuculidae,Cuculiformes,69.25,69.25,0,0,0,unclear,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,80,0,0,0,0,0,20,0,0,0,Invertebrate,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
Dendrocygna_bicolor_UMMZ_219885_,Dendrocygna,Dendrocygna,bicolor,Anatidae, Anseriformes,Dendrocygna,viduata,Anatidae, Anseriformes,745,750,0,1,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,foot,Pecking/grazing,0,0,0,0,0,0,20,0,20,60,PlantSeed,20,80,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,0
Deroptyus_accipitrinus_NHMUK_S2002.14.2,Deroptyus,Deroptyus,accipitrinus,Psittacidae,Psittaciformes,Deroptyus,accipitrinus,Psittacidae,Psittaciformes,245,245,0,1,0,,1,2,2,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,NA,0,,Cracking/biting,0,0,0,0,0,0,40,0,20,40,PlantSeed,0,0,0,30,40,30,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Diomedea_irrorata_NHMUK_S1963.28.4,Diomedea,Diomedea,irrorata,Diomedeidae,Procellariiformes,Phoebastria,,,,3750,3040,0,1,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,,Grabbing/gleaning,60,0,0,40,0,0,0,0,0,0,Invertebrate,0,100,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0
Elaenia_flavogaster_FMNH_394495,Elaenia,Elaenia,flavogaster,Tyrannidae, Passeriformes,Elaenia,flavogaster,Tyrannidae, Passeriformes,25,25,0,1,0,unclear,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,50,0,0,0,0,0,50,0,0,0,Omnivore,0,0,0,20,40,30,10,0,0,0,NA,NA,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Elanus_caerulenus_NHMUK_1850.8.15.159,Elanus,Elanus,caerulenus,Accipitridae,Accipitriformes,Elanus,,,,237,281,0,1,0,,1,2,2,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,NA,0,,Tearing,20,60,20,0,0,0,0,0,0,0,VertFishScav,0,0,100,0,0,0,0,0,0,1,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,0
Eudromia_elegans_UMMZ_156966,Eudromia,Eudromia,elegans, Tinamidae, Tinamiformes,Eudromia,elegans, Tinamidae, Tinamiformes,647,647,1,1,1,,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Pecking/grazing,30,0,0,0,0,0,0,0,40,30,PlantSeed,0,0,80,20,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,1
Eurypyga_helias_FMNH_317341,Eurypyga,Eurypyga,helias,Eurypygidae,Eurypygiformes,Eurypyga,helias,Eurypygidae,Eurypygiformes,241.75,241.75,1,1,0,,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,40,0,30,30,0,0,0,0,0,0,VertFishScav,0,50,50,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Falco_sparverius_UMMZ_154462,Falco,Falco,sparverius,Falconidae,Falconiformes,Falco,,,,111.5,124.5,0,1,0,,1,2,2,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,NA,0,,Tearing,60,20,20,0,0,0,0,0,0,0,Invertebrate,0,0,50,40,10,0,0,0,0,1,NA,NA,NA,NA,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0
Fregata_aquila_NHMUK_1890.11.3.3,Fregata,Fregata,aquila,Fregatidae,Suliformes,Fregata,,,,1250,1250,0,0,0,,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,,Grabbing/gleaning,0,10,10,80,0,0,0,0,0,0,VertFishScav,20,80,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Fringilla_coelebs_OUMNH_24647,Fringilla,Fringilla,coelebs,Fringillidae,Passeriformes,Fringilla,coelebs,Fringillidae,Passeriformes,23,23,0,1,0,,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Pecking/grazing,60,0,0,0,0,0,0,0,20,20,Invertebrate,0,0,40,30,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0
Galbula_dea_FMNH_376705_ALL_,Galbula,Galbula,dea,Galbulidae, Piciformes,Galbula,dea,Galbulidae, Piciformes,28.75,28.75,0,0,0,unclear,0,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,20,20,60,0,0,0,0,NA,NA,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Gavia_stellata_NHMUK 1891.7.20.132,Gavia,Gavia,stellata,Gaviidae,Gaviiformes,Gavia,,,,1724,1724,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,foot,Grabbing/gleaning,10,0,0,90,0,0,0,0,0,0,VertFishScav,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
Glareola_pratincola_FMNH_368875,Glareola,Glareola,pratincola, Glareolidae, Charadriiformes,Glareola,nuchali, Glareolidae, Charadriiformes,79,79,1,1,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,NA,0,,Grabbing/gleaning,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,33,33,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0
Grus_leucogeranus_UMZC_344D,Grus†,Grus,leucogeranus,Gruidae,Gruiformes,Grus,,,,6760,6760,1,1,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Probing,10,10,0,10,10,0,0,0,10,50,PlantSeed,0,50,50,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
Haematopus_ostralegus_FMNH_363899,Haematopus,Haematopus,ostralegus,Haematopodidae,Charadriiformes,Haematopus,palliatus,Haematopodidae,Charadriiformes,615,632.5,0,1,1,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Probing,90,0,0,10,0,0,0,0,0,0,Invertebrate,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Hemiprocne_comata_UMMZ_158224,Hemiprocne,Hemiprocne,comata,Hemiprocnidae,Apodiformes,Hemiprocne,comata,Hemiprocnidae,Apodiformes,21.35,23.1,0,0,0,unclear,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,0,20,80,0,0,0,NA,NA,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,NA,0,NA,NA,0
Hirundinea_bellicosa_UMMZ_200850,Hirundinea,Hirundinea,bellicosa,Tyrannidae,Passeriformes,Hirundinea,,,,31.6,31.6,0,0,0,unclear,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,33,33,33,0,0,0,0,NA,NA,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,1,NA,1,NA,NA,0
Hymenops_persipicillata_UMMZ_158790,Hymenops,Hymenops,persipicillata,Tyrannidae,Passeriformes,Hymenops,,,,20.2,20,0,1,0,,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Pecking/grazing,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,1,NA,1,NA,NA,0
Indicator_exilis_FMNH_429726,Indicator,Indicator,exilis, Indicatoridae, Piciformes,Indicator,exilis, Indicatoridae, Piciformes,17.5,17.5,0,1,0,unclear,0,2,2,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,,Pecking/grazing,30,0,0,0,0,0,20,50,0,0,FruiNect,0,0,0,50,50,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Ixobrychus_minutus_NHMUK_S_2007_61.1_,Ixobrychus,Ixobrychus,minutus,Ardeidae, Pelecaniformes,Ixobrychus,minutus,Ardeidae, Pelecaniformes,104.5,104.5,1,1,0,,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,70,0,0,0,30,0,0,0,0,0,Invertebrate,0,50,50,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,1,NA,NA,0
Jacana_jacana_NHMUK_S_1990.2.5,Jacana,Jacana,jacana,Jacanidae,Charadriiformes,Jacana,jacana,Jacanidae,Charadriiformes,99.5,140,1,1,1,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,60,0,0,0,0,0,0,0,30,10,Invertebrate,0,50,50,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,0
Jynx_torquilla_NHMUK_s1986.36.10,Jynx,Jynx,torquilla,Picidae,Piciformes,Jynx,torquilla,Picidae,Piciformes,40,40,0,1,0,unclear,0,2,2,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,60,20,20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0
Larus_novae-hollandiae_UMZC_274.C_,Chroicocephalus,Larus,novaehollandiae,Laridae,Charadriiformes,Chroicocephalus,cirrocephalus,Laridae,Charadriiformes,312.5,312.5,0,1,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,,Grabbing/gleaning,20,0,0,20,0,20,20,0,20,0,Omnivore,0,50,50,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0
Leptoptilos_crumeniferus_NHMUK_S_1952.3.182,Leptoptilos,Leptoptilos,crumeniferus,Ciconiidae,Ciconiiformes,Leptoptilos,crumeniferus,Ciconiidae,Ciconiiformes,6450,6450,1,1,0,,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,10,20,10,10,0,50,0,0,0,0,VertFishScav,0,40,60,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Leptotila_rufazilla_FMNH_318659,Leptotila,Leptotila,rufaxilla,Columbidae,Columbiformes,Leptotila,rufaxilla,Columbidae,Columbiformes,149,149,0,1,0,,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Pecking/grazing,10,0,0,0,0,0,10,0,80,0,PlantSeed,0,0,100,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Limosa_lapponica_NHMUK_S_1994.46,Limosa,Limosa,lapponica,Scolopacidae,Charadriiformes,Limosa,lapponica,Scolopacidae,Charadriiformes,295,446,1,1,1,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,NA,0,,Probing,80,0,0,0,0,0,10,0,10,0,Invertebrate,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Malurus_melanocephalus_UMMZ_224775,Malurus,Malurus,melanocephalus,Maluridae,Passeriformes,Malurus,,,,7,7,0,1,0,,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Pecking/grazing,90,0,0,0,0,0,0,0,10,0,Invertebrate,0,0,70,30,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Megalaima_chrysopogon_NHMUK_1850.8.15.28,Megalaima,Megalaima,chrysopogon,Megalaimidae,Piciformes,Megalaima,,,,162.5,162.5,0,0,0,,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Pecking/grazing,40,0,0,0,0,0,60,0,0,0,FruiNect,0,0,0,0,20,80,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Melanopareia_torquata_FMNH_335140,Melanopareia,Melanopareia,torquata,Melanopareiidae, Passeriformes,Melanopareia,maximiliani,Melanopareiidae, Passeriformes,19.5,18.5,0,0,0,unclear,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,60,40,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Menura_novaehollandiae_FMNH_336751,Menura,Menura,novaehollandiae,Menuridae,Passeriformes,Menura,novaehollandiae,Menuridae,Passeriformes,1100,890,0,1,0,,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Pecking/grazing,80,0,10,0,0,0,0,0,10,0,Invertebrate,0,0,100,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Micrastur_ruficollis_FMNH_330226,Micrastur,Micrastur,ruficollis,Falconidae,Falconiformes,Micrastur,gilvicollis,Falconidae,Falconiformes,164,261,0,1,0,,1,2,2,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,NA,0,,Tearing,0,20,80,0,0,0,0,0,0,0,VertFishScav,0,0,40,30,30,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Momotus_momota_NHMUK_S_2105.23,Momotus,Momotus,momota,Momotidae,Coraciiformes,Momotus,,,,140,140,0,1,0,,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,50,10,10,0,0,0,30,0,0,0,Omnivore,0,0,30,30,30,10,0,0,0,0,NA,NA,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Monias_benschi_NHMUK_1924.11.29.1,Monias,Monias,benschi,Mesitornithidae,Mesitornithiformes,Monias,,,,140,140,1,1,0,,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Pecking/grazing,80,0,0,0,0,0,10,0,10,0,Invertebrate,0,0,100,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Myiobius_varbatus_FMNH_386812,Myiobius,Myiobius,barbatus,Tyrannidae,Passeriformes,Myiobius,,,,11,11,0,0,0,unclear,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,30,70,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Myrmornis_torquata_YPM_106157,Myrmornis,Myrmornis,torquata,Thamnophilidae,Passeriformes,Myrmornis,,,,45,45,0,1,0,,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Pecking/grazing,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Myrmothera_campanisona_FMNH_322348,Myrmothera,Myrmothera,campanisona,Grallariidae,Passeriformes,Myrmothera,campanisona,Grallariidae,Passeriformes,46.75,53,1,1,0,,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Pecking/grazing,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Neodrepanis_coruscans_FMNH_363807,Neodrepanis,Neodrepanis,coruscans,Eurylaimidae,Passeriformes,Neodrepanis,coruscans,Eurylaimidae,Passeriformes,25,25,0,0,0,unclear,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Probing,20,0,0,0,0,0,0,80,0,0,FruiNect,0,0,0,0,40,60,0,0,0,0,NA,NA,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Numida_meleagris_FMNH_390428,Numida,Numida,meleagris,Numididae,Galliformes,Numida,meleagris,Numididae,Galliformes,1480.5,1479,1,1,1,,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Pecking/grazing,30,0,0,0,0,0,10,0,20,40,PlantSeed,0,0,100,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,1
Nyctibius_griseus_UMMZ_136371,Nyctibus,Nyctibius,griseus,Nyctibiidae,Caprimulgiformes,Nyctibius,,,,173.5,173.5,0,0,0,,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,90,0,10,0,0,0,NA,NA,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,1,NA,1,NA,NA,0
Oceanodroma_leucorhoa_NHMUK_S1953.3.10,Oceanodroma,Oceanodroma,leucorhoa,Hydrobatidae,Procellariiformes,Oceanodroma,,,,46,46,0,1,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,,Grabbing/gleaning,50,0,0,30,0,20,0,0,0,0,Omnivore,20,80,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Odontophorous_guttatus_UMMZ_210631,Odontophorous,Odontophorous,guttatus, Odontophoridae, Galliformes,Odontophorus,,,,314,294,1,1,1,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Pecking/grazing,20,0,0,0,0,0,0,0,30,50,PlantSeed,0,0,100,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,1
Opisthocomus_hoazin_NHMUK_S1961.6.1,Opisthocomus†,Opisthocomus,hoazin,Opisthocomidae,Opisthocomiformes,Opisthocomus,,,,797.5,797.5,0,1,0,,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,NA,1,foot and wing,Grabbing/gleaning,0,0,0,0,0,0,0,0,0,100,PlantSeed,0,0,0,20,80,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Ortalis_ruficauda_UMMZ_155489,Ortalis,Ortalis,ruficauda,Cracidae,Galliformes,Ortalis,,,,615,615,0,1,1,,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Cracking/biting,0,0,0,0,0,0,60,0,0,40,FruiNect,0,0,20,0,40,40,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,1
Pandion_haliaetus_FMNH_437336,Pandion†,Pandion,haliaetus,Pandionidae,Accipitriformes,Pandion,,,,1395,1625,0,1,0,,1,2,2,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,NA,0,,Tearing,0,0,0,100,0,0,0,0,0,0,VertFishScav,40,60,0,0,0,0,0,0,1,1,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,1,NA,NA,0
Pedionomus_torquatus_NHMUK_A1970.12.1,Pedionomus,Pedionomus,torquatus,Pedionomidae,Charadriiformes,Pedionomus,,,,58.5,76,1,1,1,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Pecking/grazing,50,0,0,0,0,0,0,0,30,20,Omnivore,0,0,100,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,0
Pelagodroma_marina_NHMUK_1895.7.1.163_ALL,Pelagodroma,Pelagodroma,marina,Oceanitidae, Procellariiformes,Pelagodroma,marina,Oceanitidae, Procellariiformes,54,54,0,1,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,"""Exceptionally dives (but perhaps only to flee perceived predators)"" [HBW, and some article I can't find]",Grabbing/gleaning,60,0,0,40,0,0,0,0,0,0,Invertebrate,20,80,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Pelecanoides_urinatrix_NHMUK_S2006.1.14,Pelecanoides,Pelecanoides,urinatrix†,Procellariidae,Procellariiformes,Pelecanoides,urinatrix†,Procellariidae,Procellariiformes,135.5,135.5,0,1,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,,Grabbing/gleaning,100,0,0,0,0,0,0,0,0,0,Invertebrate,80,20,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Pelecanus_occidentalis_NHMUK_S1973.66.16,Pelecanus,Pelecanus,occidentalis,Pelecanidae,Pelecaniformes,Pelecanus,occidentalis,Pelecanidae,Pelecaniformes,3500,3500,0,1,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,0,,Grabbing/gleaning,10,0,0,80,0,10,0,0,0,0,VertFishScav,100,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
Phaethon_lepturus_NHMUK_1876.3.16.3,Phaethon,Phaethon,lepturus, Phaethontidae,Phaethontiformes,Phaethon,,,,315,315,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,"birds of NA: ""Despite webbing of 4 toes on feet, does not swim. Plunges from air to catch prey, but does not swim underwater.""",Grabbing/gleaning,30,0,0,70,0,0,0,0,0,0,VertFishScav,80,20,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0
