R_name,Prum_name,Genus,Species,Family,Order,Prum_genus,Prum_species,Prum_family,Prum_Order,Mass_M_(hbw_alive),Mass_F_(hbw_alive),obligate walk,facultative walk,Ground_running_specialised,unclear walking just in case,Documented_walking_ability,Terr0_Arb1,Nesting_substrate (ground 0),Hopping,Perching,Anisodactyl,Zygodactyl,Heterodactyl,Pamprodactyl,Hanging_Clinging,Scansorial,Raptorial,Digit_manip,Force_grip,Hold_down,Flightless,Swimming_ability,Surface_foot_propelled_swimming,Webbed_feet,Palmate0_Totipalmate1,Submerged_foot_propelled_swimming,SubFP swim type,Beak_use_Andrew,ndiet-Inv,ndiet-Vend,ndiet-Vect,ndiet-Vfish,ndiet-Vunk,ndiet-Scav,ndiet-Fruit,ndiet-Nect,ndiet-Seed,ndiet-PlantO,Diet-5Cat,ForStrat-watbelowsurf,ForStrat-wataroundsurf,ForStrat-ground,ForStrat-understory,ForStrat-midhigh,ForStrat-canopy,ForStrat-aerial,PelagicSpecialist,Exclusive_pelagic_soaring,Soaring_over_land,Ubiquitous ,Recorded,Ubiquitous ,Recorded,Wing_propelled_diving,Ubiquitous ,Recorded,Sallying_flight,Ubiquitous ,Recorded,Aerial_pursuit_hunting,Ubiquitous ,Recorded,Cluttered_flight,Recorded,Migratory_flight,Ubiquitous ,Recorded,Escape_burst_flight
Phalacrocorax_albiventer_NHMUK_S_2012.36.1,Phalacrocorax,Phalacrocorax,albiventer,Phalacrocoracidae,Suliformes,Phalacrocorax,,,,2722.5,2243.5,0,1,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,ventral foot push,Grabbing/gleaning,50,0,0,50,0,0,0,0,0,0,Omnivore,100,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0
Phoenicopterus_roseus_UMZC_346B_ALL,Phoenicopterus†,Phoenicopterus,roseus,Phoenicopteridae,Phoenicopteriformes,Phoenicopterus,,,,3100,3100,1,1,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Probing,50,0,0,10,0,0,0,0,20,20,Omnivore,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Phoeniculus_purpureus_FMNH_368956,Phoeniculus,Phoeniculus,purpureus,Phoeniculidae,Bucerotiformes,Phoeniculus,purpureus,Phoeniculidae,Bucerotiformes,76.5,63.5,0,1,0,,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,90,0,10,0,0,0,0,0,0,0,Invertebrate,0,0,0,20,60,20,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Picus_viridis_NHMUK_NHMUK_S1982.5.1,Picus,Picus,viridis,Picidae,Piciformes,Picus,,,,194,194,0,1,0,,1,2,2,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,,Pecking/grazing,90,0,0,0,0,0,10,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Pipra_erythrocephala_UMMZ_157210,Ceratopipra,Pipra,erythrocephala, Pipridae,Passeriformes,Pipra,,,,12.8,14.1,0,1,0,,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,20,0,0,0,0,0,80,0,0,0,FruiNect,0,0,0,50,50,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Piprites_chloris_FMNH_290398,Piprites,Piprites,chloris,Tyrannidae,Passeriformes,Piprites,,,,18,18,0,0,0,,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,90,0,0,0,0,0,10,0,0,0,Invertebrate,0,0,0,0,20,80,0,0,0,0,NA,NA,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Podica_senegalensis_UMZC_209A_,Heliornis,Podica,senegalensis,Heliornithidae,Gruiformes,Heliornis,senegalensis,Heliornithidae,Gruiformes,608.5,608.5,0,1,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,NA,0,,Grabbing/gleaning,30,0,30,20,0,0,0,0,0,20,Omnivore,20,60,20,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Poecile_atricapillis_FMNH_504323,Poecile,Poecile,atricapillus, Paridae, Passeriformes,Poecile,lugubris, Paridae, Passeriformes,11.6,11.6,0,1,0,,1,2,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,60,0,0,0,0,0,20,0,20,0,Invertebrate,0,0,0,20,80,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Porphyrio_poliocephalus_NHMUK_S1952.1.93,Porphyrio,Porphyrio,poliocephalus,Rallidae,Gruiformes,Porphyrio,,,,869,724,1,1,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Cracking/biting,10,10,10,0,0,0,0,0,30,40,PlantSeed,0,20,60,20,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Probosciger_aterriumus_NHMUK_S2006.15.5,Probosciger,Probosciger,aterrimus,Cacatuidae,Psittaciformes,Probosciger,aterrimus,Cacatuidae,Psittaciformes,775,775,0,1,0,,1,2,2,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,NA,0,,Cracking/biting,0,0,0,0,0,0,40,0,30,30,PlantSeed,0,0,10,10,40,40,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Psittacus_erithacus_NHMUK_S1992.41.60_,Psittacus,Psittacus,erithacus,Psittacidae,Psittaciformes,Psittacus,erithacus,Psittacidae,Psittaciformes,446,446,0,1,0,,1,2,2,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,NA,0,,Cracking/biting,0,0,0,0,0,0,50,0,50,0,Omnivore,0,0,0,0,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
Psittrichas_fulgidus_YPM_141821,Psittrichas,Psittrichas,fulgidus, Psittrichasiidae,Psittaciformes,Psittrichas,,,,745,745,0,1,0,,1,2,2,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,NA,0,,Cracking/biting,0,0,0,0,0,0,70,10,0,20,FruiNect,0,0,0,30,50,20,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Psophia_crepitans_FMNH_105783,Psophia,Psophia,crepitans,Psophiidae,Gruiformes,Psophia,crepitans,Psophiidae,Gruiformes,1145,1145,1,1,1,,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Pecking/grazing,10,0,0,0,0,0,90,0,0,0,FruiNect,0,0,70,30,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Pterocles_quadricinctus FMNH 319937,Pterocles,Pterocles,quadricinctus, Pteroclidae,Pterocliformes,Pterocles,,,,180,180,1,1,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Pecking/grazing,0,0,0,0,0,0,0,0,100,0,PlantSeed,0,0,70,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ptilinopus_lechlancheri_FMNH_358261,Ptilinopus,Ptilinopus,lechlancheri,Columbidae,Columbiformes,Ptilinopus,,,,174,156,0,1,0,,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,0,0,0,0,0,0,100,0,0,0,FruiNect,0,0,0,33,33,33,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Ptilonorhynchus_violaceus_UMMZ_155483,Ptilonorhynchus,Ptilonorhynchus,violaceus,Ptilonorhynchidae,Passeriformes,Ptilonorhynchus,,,,231.5,214,0,1,0,,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Pecking/grazing,40,0,0,0,0,0,30,10,10,10,Omnivore,0,0,0,30,20,50,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Puffinus_tenuirostris_NHMUK_1850.8.15.152,Puffinus,Puffinus,tenuirostris,Procellariidae, Procellariiformes,Puffinus,griseus,Procellariidae, Procellariiformes,705,705,0,1,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,foot and wing,Grabbing/gleaning,30,0,0,70,0,0,0,0,0,0,VertFishScav,80,20,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0
Pycnonotus_caffer_NHMUK_S1986.75.18_01,Pycnonotus,Pycnonotus,caffer,Pycnonotidae,Passeriformes,Pycnonotus,urostictus,Pycnonotidae,Passeriformes,34,34,0,0,0,unclear,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,20,0,0,0,10,0,20,20,10,20,Omnivore,0,0,20,30,30,0,20,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Rallus_limnicola_FMNH_501812,Rallus,Rallus,limnicola,Rallidae,Gruiformes,Rallus,longirostris,Rallidae,Gruiformes,94,74,1,1,1,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,NA,0,,Probing,20,0,20,20,0,0,0,0,20,20,Omnivore,0,50,50,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0
Recurvirostra_avosetta_NHMUk_S1962.10,Recurvirostra,Recurvirostra,avosetta,Recurvirostra,Charadriiformes,Recurvirostra,americana,Recurvirostra,Charadriiformes,296.5,296.5,1,1,1,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,NA,0,,Probing,80,0,0,10,0,0,0,0,0,10,Invertebrate,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Regulus_ignicapillus_NHMUK_S1952.2.662_,Regulus,Regulus,ignicapillus,Regulidae,Passeriformes,Regulus,ignicapillus,Regulidae,Passeriformes,6,6,0,1,0,unclear,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0
Rhamphastos_ambiguus_NHMUK_S2002.21,Ramphastos,Rhamphastos,ambiguus,Ramphastidae,Piciformes,Ramphastos,ambiguus,Ramphastidae,Piciformes,672.5,672.5,0,1,0,,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,20,10,10,0,0,0,60,0,0,0,FruiNect,0,0,0,10,30,60,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Rhynchocyclus_olivaceus_FMNH_330600,Rhynchocyclus,Rhynchocyclus,olivaceus,Tyrannidae, Passeriformes,Rhynchocyclus,olivaceus,Tyrannidae, Passeriformes,21.4,21.4,0,1,0,unclear,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,50,50,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Rollandia_rollandia_UMMZ_156975,Rollandia,Rollandia,rollandia,Podicipedidae,Podicipediformes,Rollandia,rolland,Podicipedidae,Podicipediformes,248,424,0,1,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,NA,1,foot,Grabbing/gleaning,20,0,0,80,0,0,0,0,0,0,VertFishScav,20,80,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,0
Rollulus_rouloul_NHMUK_1871.7.20.87,Rollulus,Rollulus,rouloul,Phasianidae,Galliformes,Rollulus,rouloul,Phasianidae,Galliformes,262.5,250,1,1,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Pecking/grazing,40,0,0,0,0,0,30,0,30,0,Omnivore,0,0,100,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Rostratula_benghalensis_FMNH_319933,Rostratula,Rostratula,benghalensis,Rostratulidae,Charadriiformes,Rostratula,benghalensis,Rostratulidae,Charadriiformes,145,145,1,1,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,NA,0,,Probing,60,0,0,0,0,0,0,0,40,0,Invertebrate,0,50,50,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,0
Rupicola_peruviana_UMMZ_119210,Rupicola,Rupicola,peruvianus,Cotingidae,Passeriformes,Rupicola,,,,266,219.5,0,0,0,unclear,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,20,0,0,0,10,0,70,0,0,0,FruiNect,0,0,30,30,40,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Rynchops_niger_FMNH_376309,Rynchops,Rynchops,niger,Laridae,Charadriiformes,Rynchops,,,,341,263.5,0,1,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Grabbing/gleaning,30,0,0,70,0,0,0,0,0,0,VertFishScav,0,100,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,0
Sagittarius_serpentarius_NHMUK_1898.5.7.1,Sagittarius,Sagittarius,serpentarius,Sagittariidae,Accipitriformes,Sagittarius,serpentarius,Sagittariidae,Accipitriformes,3285,3285,1,1,1,,1,0,2,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,NA,0,,Grabbing/gleaning,60,20,20,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sclerurus_mexicanus_FMNH_321715,Sclerurus,Sclerurus,mexicanus,Furnariidae,Passeriformes,Sclerurus,mexicanus,Furnariidae,Passeriformes,27,27,1,1,0,,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Pecking/grazing,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,80,20,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Scopus_umbretta_FMNH_313701_,Scopus,Scopus,umbretta,Scopidae,Pelecaniformes,Scopus,umbretta,Scopidae,Pelecaniformes,422.5,422.5,1,1,0,,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,30,0,40,30,0,0,0,0,0,0,VertFishScav,0,100,0,0,0,0,0,0,0,1,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,1,NA,NA,0
Spheniscus_humboldti_NHMUK_S_2000.7.1,Spheniscus,Spheniscus,humboldti,Spheniscidae,Sphenisciformes,Spheniscus,humboldti,Spheniscidae,Sphenisciformes,4350,4350,1,1,0,,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,,Grabbing/gleaning,30,0,0,70,0,0,0,0,0,0,VertFishScav,100,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,1,NA,NA,0,NA,NA,0,NA,NA,0,NA,1,NA,NA,0
Sterna_hirundo_NHMUK_NHMUK_S_1975.65.4,Sterna,Sterna,hirundo,Laridae,Charadriiformes,Sterna,hirundo,Laridae,Charadriiformes,121.5,121.5,0,1,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,,Grabbing/gleaning,10,0,0,80,0,10,0,0,0,0,VertFishScav,80,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
Streptoprocne_zonaris_FMNH_85767,Streptoprocne,Streptoprocne,zonaris,Apodidae, Apodiformes,Streptoprocne,zonaris,Apodidae, Apodiformes,96.375,96.375,0,0,0,,0,2,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,1,NA,NA,1,NA,1,NA,NA,0
Strix_aluco_NHMUK_S2001.38,Strix,Strix,aluco,Strigidae,Strigiformes,Strix,varia,Strigidae,Strigiformes,440,553,0,1,0,,1,2,2,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,NA,0,,Tearing,10,80,10,0,0,0,0,0,0,0,VertFishScav,0,10,70,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
Sula_dactylatra_NHMUK_1890.11.3.10,Morus,Sula,dactylatra,Sulidae,Suliformes,Morus,serrator,Sulidae,Suliformes,1450,1555,0,1,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,2,1,1,foot and wing,Grabbing/gleaning,0,0,0,100,0,0,0,0,0,0,VertFishScav,100,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0
Sylvia_borin_FMNH_385185,Sylvia,Sylvia,borin,Sylviidae, Passeriformes,Sylvia,melanocephala,Sylviidae, Passeriformes,19,19,0,1,0,unclear,0,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,50,0,0,0,0,0,40,10,0,0,Omnivore,0,0,0,60,20,20,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,0
Terenura_spodioptila_FMNH_344009,Terenura,Terenura,spodioptila,Thamnophilidae, Passeriformes,Terenura,callinota,Thamnophilidae, Passeriformes,7,7,0,1,0,unclear,0,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,100,0,0,0,0,0,0,0,0,0,Invertebrate,0,0,0,0,70,30,0,0,0,0,NA,NA,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Tigrisoma_lineatum_FMNH_105528,Tigrisoma,Tigrisoma,lineatum,Ardeidae,Pelecaniformes,Tigrisoma,lineatum,Ardeidae,Pelecaniformes,840,840,1,1,0,,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,70,0,0,0,30,0,0,0,0,0,Invertebrate,0,80,20,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Tityra_semifasciata_NHMUK_1891.7.20.15,Tityra,Tityra,semifasciata,Tityridae,Passeriformes,Tityra,,,,82.55,82.55,0,0,0,unclear,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,20,0,10,0,0,0,70,0,0,0,FruiNect,0,0,0,50,50,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Tockus_nasutus_NHMUK_S_1989.2.2,Tockus,Tockus,nasutus,Bucerotidae,Bucerotiformes,Tockus,camurus,Bucerotidae,Bucerotiformes,215,189,0,1,0,,1,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,70,0,20,0,0,0,10,0,0,0,Invertebrate,0,0,20,20,20,20,20,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Todus_mexicanus_FMNH_351174,Todus,Todus,mexicanus,Todidae,Coraciiformes,Todus,mexicanus,Todidae,Coraciiformes,6.4,5.65,0,0,0,unclear,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,80,0,10,0,0,0,10,0,0,0,Invertebrate,0,0,0,30,70,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Topaza_pyra_FMNH_318845,Topaza,Topaza,pyra,Trochilidae,Apodiformes,Topaza,,,,14.5,11.1,0,0,0,,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Probing,10,0,0,0,0,0,0,90,0,0,FruiNect,0,0,0,10,30,40,20,0,0,0,NA,NA,NA,NA,0,NA,NA,1,NA,NA,1,NA,NA,1,NA,0,NA,NA,0
Treron_capellei_UMMZ_220454,Treron,Treron,capellei,Columbidae,Columbiformes,Treron,,,,455.5,455.5,0,1,0,unclear,0,2,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,0,0,0,0,0,0,100,0,0,0,FruiNect,0,0,0,0,60,40,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Tringa_ochrophus_FMNH_368850,Tringa,Tringa,ochrophus,Scolopacidae,Charadriiformes,Tringa,solitaria,Scolopacidae,Charadriiformes,86,86,1,1,1,,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,NA,1,foot and wing,Probing,70,0,0,20,0,0,0,0,0,10,Invertebrate,0,50,40,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
Trogon_melanurus_FMNH_290496,Trogon,Trogon,melanurus,Trogonidae, Passeriformes,Trogon,elegans,Trogonidae, Passeriformes,87,87,0,0,0,,0,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,30,0,0,0,0,0,70,0,0,0,FruiNect,0,0,0,10,30,60,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,0,NA,NA,0
Turdus_olivater_FMNH_319675,Turdus,Turdus,olivater,Turdidae, Passeriformes,Turdus,olivater,Turdidae, Passeriformes,80.5,80.5,0,1,0,,1,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Pecking/grazing,40,0,0,0,0,0,50,0,10,0,Omnivore,0,0,0,0,60,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0
Turnix_varius_NHMUK_S1952.2.142,Turnix,Turnix,varius,Turnicidae,Charadriiformes,Turnix,ocellatus,Turnicidae,Charadriiformes,73.5,103,1,1,1,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Pecking/grazing,20,0,0,0,0,0,30,0,30,20,Omnivore,0,0,100,0,0,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,1,NA,1,NA,NA,1
Tyrannus_tyrannus_FMNH_487521,Tyrannus,Tyrannus,tyrannus,Tyrannidae, Passeriformes,Tyrannus,albogularis,Tyrannidae, Passeriformes,41,41,0,0,0,unclear,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,70,0,10,0,0,0,10,0,10,0,Invertebrate,0,0,0,80,20,0,0,0,0,0,NA,NA,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,1,NA,1,NA,NA,0
Tyto_alba_NHMUK_S1989.22.1_,Tyto,Tyto,alba,Tytonidae,Strigiformes,Tyto,alba,Tytonidae,Strigiformes,550,550,0,1,0,,1,2,2,0,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,NA,0,,Grabbing/gleaning,10,80,10,0,0,0,0,0,0,0,VertFishScav,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Upupa_epops_FMNH_352821,Upupa,Upupa,epops,Upupidae,Bucerotiformes,Upupa,epops,Upupidae,Bucerotiformes,67.5,67.5,0,1,0,,1,2,2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,0,,Grabbing/gleaning,80,0,20,0,0,0,0,0,0,0,Invertebrate,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0
Vultur_gryphus_NHMUK_S1955.5.11,Vultur,Vultur,gryphus,Cathartidae,Accipitriformes,Vultur,gryphus,Cathartidae,Accipitriformes,13000,9500,0,1,0,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0,,Tearing,0,0,0,0,0,100,0,0,0,0,VertFishScav,0,0,100,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
